,subj,trialtime,trial,seq,seq_item,active_item,prev_active,next_active,firstappear,time_till_target,location1X,location1Y,location2X,location2Y,location3X,location3Y,item1id,item2id,item3id,date,event_time,looks_blank_ms,looks_offscreen_ms,looks_target_ms,looks1_ms,looks2_ms,looks3_ms,filename
0,104,0.006829000000000001,1,1,1,2,-1,1,1,346.65,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1520.2,53.21000000000001,0.0,1186.36,146.15,1186.36,133.27999999999997,B120821.1.ML.csv
1,104,1.5528,1,1,2,1,2,2,1,293.55,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.3,53.200000000000045,0.0,1225.9,1225.9,253.20000000000005,0.0,B120821.1.ML.csv
2,104,3.0854,1,1,3,2,1,2,0,213.61,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1507.1,39.89999999999964,0.0,1306.3000000000004,187.0,1306.3000000000004,0.0,B120821.1.ML.csv
3,104,4.6184,1,1,4,2,2,2,0,0.0,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.8,0.0,0.0,1532.6000000000006,0.0,1532.6000000000006,0.0,B120821.1.ML.csv
4,104,6.1512,1,1,5,2,2,1,0,0.0,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.8,0.0,0.0,1532.7999999999995,0.0,1532.7999999999995,0.0,B120821.1.ML.csv
5,104,7.684,1,1,6,1,2,3,0,493.2,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.8,426.3999999999997,53.5,786.5,786.5,266.6000000000004,0.0,B120821.1.ML.csv
6,104,9.2165,1,1,7,3,1,3,1,186.85,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1507.0,13.400000000001455,0.0,1332.2999999999993,186.3999999999996,0.0,1332.2999999999993,B120821.1.ML.csv
7,104,10.749,1,1,8,3,3,3,0,0.0,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1507.0,0.0,0.0,1533.0,0.0,0.0,1533.0,B120821.1.ML.csv
8,104,12.282,1,1,9,3,3,1,0,0.0,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.8,13.0,107.0,1413.0,0.0,0.0,1413.0,B120821.1.ML.csv
9,104,13.815,1,1,10,1,3,3,0,239.87,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.7,13.0,0.0,1280.0,1280.0,0.0,240.0,B120821.1.ML.csv
10,104,15.348,1,1,11,3,1,1,0,240.01,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.9,13.0,0.0,1279.0,240.0,0.0,1279.0,B120821.1.ML.csv
11,104,16.881,1,1,12,1,3,1,0,266.55,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.7,26.0,0.0,840.0,840.0,0.0,667.0,B120821.1.ML.csv
12,104,18.413,1,1,13,1,1,2,0,39.881,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.6,41.0,0.0,1306.0,1306.0,0.0,186.0,B120821.1.ML.csv
13,104,19.946,1,1,14,2,1,2,0,199.95,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.6,26.0,0.0,1320.0,187.0,1320.0,0.0,B120821.1.ML.csv
14,104,21.479,1,1,15,2,2,1,0,0.0,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.8,0.0,0.0,1532.0,0.0,1532.0,0.0,B120821.1.ML.csv
15,104,23.011,1,1,16,1,2,1,0,1199.8,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.8,306.0,40.0,254.0,254.0,680.0,253.0,B120821.1.ML.csv
16,104,24.544,1,1,17,1,1,1,0,160.15,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.9,53.0,67.0,800.0,800.0,0.0,613.0,B120821.1.ML.csv
17,104,26.077,1,1,18,1,1,2,0,226.73,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.6,133.0,0.0,1293.0,1293.0,0.0,107.0,B120821.1.ML.csv
18,104,27.61,1,1,19,2,1,3,0,293.2,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.4,40.0,0.0,1226.0,266.0,1226.0,0.0,B120821.1.ML.csv
19,104,29.142,1,1,20,3,2,2,0,266.96,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1507.2,13.0,0.0,1253.0,0.0,267.0,1253.0,B120821.1.ML.csv
20,104,30.675,1,1,21,2,3,2,0,333.2,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.8,27.0,0.0,1186.0,0.0,1186.0,320.0,B120821.1.ML.csv
21,104,32.208,1,1,22,2,2,1,0,0.0,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.7,121.0,93.0,1319.0,0.0,1319.0,0.0,B120821.1.ML.csv
22,104,33.741,1,1,23,1,2,2,0,1239.4,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.6,665.0,54.0,266.0,266.0,520.0,27.0,B120821.1.ML.csv
23,104,35.273,1,1,24,2,1,1,0,213.39,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.8,27.0,0.0,1306.0,0.0,1306.0,200.0,B120821.1.ML.csv
24,104,36.806,1,1,25,1,2,1,0,1439.8,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.7,746.0,0.0,80.0,80.0,707.0,0.0,B120821.1.ML.csv
25,104,38.339,1,1,26,1,1,1,0,0.0,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.7,0.0,0.0,1533.0,1533.0,0.0,0.0,B120821.1.ML.csv
26,104,39.872,1,1,27,1,1,3,0,0.0,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.4,39.0,80.0,1106.0,1106.0,0.0,307.0,B120821.1.ML.csv
27,104,41.404,1,1,28,3,1,2,0,106.7,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.9,13.0,0.0,1413.0,107.0,0.0,1413.0,B120821.1.ML.csv
28,104,42.937,1,1,29,2,3,2,0,213.33,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.7,160.0,120.0,1053.0,0.0,1053.0,200.0,B120821.1.ML.csv
29,104,44.47,1,1,30,2,2,-1,0,0.0,894.53,266.41,122.18,254.24,670.61,513.19,15,26,37,120820.0,1506.7,0.0,0.0,1533.0,0.0,1533.0,0.0,B120821.1.ML.csv
30,104,0.048407,2,18,1,2,-1,1,1,306.63,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1484.6,572.27,0.0,759.9799999999998,146.5500000000001,759.9799999999998,0.0,B120829.1.ML.csv
31,104,1.5545,2,18,2,1,2,2,1,253.29,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1479.9,26.60000000000014,0.0,1239.5,1239.5,226.70000000000005,13.299999999999955,B120829.1.ML.csv
32,104,3.0606,2,18,3,2,1,1,0,266.68,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.1,506.50000000000085,0.0,706.2999999999997,253.40000000000006,706.2999999999997,39.999999999999545,B120829.1.ML.csv
33,104,4.5664,2,18,4,1,2,1,0,173.61,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.3,226.79999999999927,266.5,1012.7000000000007,1012.7000000000007,0.0,0.0,B120829.1.ML.csv
34,104,6.0728,2,18,5,1,1,2,0,0.0,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1479.8,0.0,0.0,1505.8999999999994,1505.8999999999994,0.0,0.0,B120829.1.ML.csv
35,104,7.5787,2,18,6,2,1,1,0,293.42,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.3,480.0,0.0,746.1000000000003,266.89999999999964,746.1000000000003,13.399999999999634,B120829.1.ML.csv
36,104,9.0847,2,18,7,1,2,1,0,240.16,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.0,253.20000000000076,0.0,1252.3999999999996,1252.3999999999996,0.0,0.0,B120829.1.ML.csv
37,104,10.591,2,18,8,1,1,1,0,0.0,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.0,0.0,0.0,1507.0,1507.0,0.0,0.0,B120829.1.ML.csv
38,104,12.097,2,18,9,1,1,1,0,0.0,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.0,0.0,0.0,1506.0,1506.0,0.0,0.0,B120829.1.ML.csv
39,104,13.603,2,18,10,1,1,3,0,0.0,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.0,26.0,0.0,1187.0,1187.0,0.0,293.0,B120829.1.ML.csv
40,104,15.562,2,18,11,3,1,2,1,13.642,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1027.3,466.0,0.0,1027.0,13.0,0.0,1027.0,B120829.1.ML.csv
41,104,16.615,2,18,12,2,3,2,0,1186.2,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.1,13.0,0.0,307.0,0.0,307.0,1186.0,B120829.1.ML.csv
42,104,18.121,2,18,13,2,2,2,0,0.0,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.2,26.0,0.0,1000.0,0.0,1000.0,480.0,B120829.1.ML.csv
